Title,Product,Material,Materiall: uom,Quantity
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Affogato,Affogato,Coffee bean,Gr,18
recipe_Affogato,Affogato,Ice Cream Vanilla,Gr,170
recipe_Aioli Sauce,Aioli Sauce,Mayonnaise,Gr,900
recipe_Aioli Sauce,Aioli Sauce,Oregano,Gr,2
recipe_Aioli Sauce,Aioli Sauce,GARLIC,Gr,50
recipe_Almond Biscuit,Almond Biscuit,Almond Ground,Gr,284
recipe_Almond Biscuit,Almond Biscuit,Ice Sugar,Gr,148
recipe_Almond Biscuit,Almond Biscuit,White Flour,Gr,284
recipe_Almond Biscuit,Almond Biscuit,Cooking Butter,Gr,284
recipe_Almond Cream,Almond Cream,Almond Ground,Gr,25
recipe_Almond Cream,Almond Cream,White Sugar,Gr,250
recipe_Almond Cream,Almond Cream,Mix Butter,Gr,250
recipe_American Bagel,American Bagel,Cheddar Cheese,Gr,15
recipe_American Bagel,American Bagel,Smoked Beef,Gr,25
recipe_American Bagel,American Bagel,Caramelized Onion,Gr,25
recipe_American Sandwich,American Sandwich,Minced Beef,Gr,150
recipe_American Sandwich,American Sandwich,Caramelized Onion,Gr,30
recipe_American Sandwich,American Sandwich,LETTUCE,Gr,30
recipe_American Sandwich,American Sandwich,TOMATO,Gr,30
recipe_American Sandwich,American Sandwich,Aioli Sauce,Gr,35
recipe_American Sandwich,American Sandwich,Cheddar Cheese,Gr,20
recipe_Americano,Americano,Coffee bean,Gr,18
recipe_Americano,Americano,Coffee bean,Gr,18
recipe_Asian Pickles,Asian Pickles,RADISH,Gr,500
recipe_Asian Pickles,Asian Pickles,CARROT,Gr,500
recipe_Asian Pickles,Asian Pickles,LIME,Gr,100
recipe_Asian Pickles,Asian Pickles,Salt,Gr,2
recipe_Asian Pickles,Asian Pickles,White Sugar,Gr,30
recipe_Bagels,Bagels,White Flour,Gr,78
recipe_Bagels,Bagels,Maizena Flour,Gr,23
recipe_Bagels,Bagels,Mix Butter,Gr,5
recipe_Bagels,Bagels,Salt,Gr,14
recipe_Bagels,Bagels,Yeast,Gr,11
recipe_Bagels,Bagels,White Sugar,Gr,54
recipe_Bagels,Bagels,White Sesame Seed,Gr,25
recipe_Bagels,Bagels,Black Sesame Seed,Gr,25
recipe_Baguette 280gr,Baguette 280gr,FLOUR AMOURETTE,Gr,20
recipe_Baguette 280gr,Baguette 280gr,White Flour,Gr,200
recipe_Baguette 280gr,Baguette 280gr,Yeast,Gr,2
recipe_Baguette Poolish 280gr,Baguette Poolish 280gr,Poolish Starter,Gr,203
recipe_Baguette Poolish 280gr,Baguette Poolish 280gr,Salt,Gr,4
recipe_Baguette Poolish 280gr,Baguette Poolish 280gr,Sourdough Starter Liquid,Gr,51
recipe_Baguette Poolish 280gr,Baguette Poolish 280gr,White Flour,Gr,86
recipe_Banh Mi Croissant,Banh Mi Croissant,LETTUCE,Gr,10
recipe_Banh Mi Croissant,Banh Mi Croissant,Chicken Banh Mi Marinated,Gr,40
recipe_Banh Mi Croissant,Banh Mi Croissant,CORIANDER,Gr,5
recipe_Banh Mi Croissant,Banh Mi Croissant,Asian Pickles,Gr,20
recipe_Banh Mi Croissant,Banh Mi Croissant,Aioli Sauce,Gr,30
recipe_Bechamel Sauce,Bechamel Sauce,Cooking Butter,Gr,83
recipe_Bechamel Sauce,Bechamel Sauce,Nutmeg,Gr,2
recipe_Bechamel Sauce,Bechamel Sauce,Pepper,Gr,2
recipe_Bechamel Sauce,Bechamel Sauce,Salt,Gr,2
recipe_Bechamel Sauce,Bechamel Sauce,White Flour,Gr,83
recipe_Beef Cheese Croissant,Beef Cheese Croissant,Smoked Beef,Gr,25
recipe_Beef Cheese Croissant,,,,30
recipe_Beef Cheese Croissant,Beef Cheese Croissant,Mozarella Cheese,Gr,30
recipe_Black Forest BIG 24cm,Black Forest BIG 24cm,Chocolat Sponge Cake,Gr,1.134
recipe_Black Forest BIG 24cm,Black Forest BIG 24cm,Chantilly,Gr,585
recipe_Black Forest BIG 24cm,Black Forest BIG 24cm,Strawberry Jam,Gr,135
recipe_Black Forest BIG 24cm,Black Forest BIG 24cm,Chocolate Dark Couverture,Gr,180
recipe_Black Forest Small 18cm,Black Forest Small 18cm,Chocolate Dark Couverture,Gr,80
recipe_Black Forest Small 18cm,Black Forest Small 18cm,Chocolat Sponge Cake,Gr,504
recipe_Black Forest Small 18cm,Black Forest Small 18cm,Chantilly,Gr,250
recipe_Black Forest Small 18cm,Black Forest Small 18cm,Strawberry Jam,Gr,50
recipe_Black Forest,Black Forest,Chocolat Sponge Cake,Gr,126
recipe_Black Forest,Black Forest,Chantilly,Gr,50
recipe_Black Forest,Black Forest,Strawberry Jam,Gr,15
recipe_Black Forest,Black Forest,Chocolate Dark Couverture,Gr,20
recipe_Breakery Cloud,Breakery Cloud,Chantilly,Gr,20
recipe_Breakery Cloud,Breakery Cloud,Choux Dough,Gr,25
recipe_Breakery Cloud,Breakery Cloud,Pearl Sugar,Gr,2
recipe_Breakery Sauce,Breakery Sauce,Garlic Powder,Gr,10
recipe_Breakery Sauce,Breakery Sauce,Onion Powder,Gr,10
recipe_Breakery Sauce,Breakery Sauce,Ice Sugar,Gr,5
recipe_Breakery Sauce,Breakery Sauce,Mayonnaise,Gr,750
recipe_Breakery Sauce,Breakery Sauce,Zucchini Pickles,Gr,195
recipe_Breakery Sauce,Breakery Sauce,Paprika Powder,Gr,5
recipe_Brown Bread,Brown Bread,White Flour,Gr,"33,333"
recipe_Brown Bread,Brown Bread,Brown Bread Flour,Gr,"3,333"
recipe_Brown Bread,Brown Bread,Salt,Gr,6
recipe_Brown Bread,Brown Bread,Yeast,Gr,467
recipe_Burger,Burger,Cheddar Cheese,Gr,15
recipe_Burger,Burger,LETTUCE,Gr,20
recipe_Burger,Burger,Minced Beef,Gr,150
recipe_Burger,Burger,TOMATO,Gr,20
recipe_Burger,Burger,Caramelized Onion,Gr,20
recipe_Burger,Burger,Smoked Beef,Gr,25
recipe_Burger Buns,Burger Buns,White Flour,Gr,572
recipe_Burger Buns,Burger Buns,Mix Butter,Gr,34
recipe_Burger Buns,Burger Buns,Salt,Gr,11
recipe_Burger Buns,Burger Buns,White Sugar,Gr,29
recipe_Burger Buns,Burger Buns,Yeast,Gr,9
recipe_Burger Buns,Burger Buns,White Sesame Seed,Gr,4
recipe_Capsicum Marinated,Capsicum Marinated,CAPSICUM,Gr,1.499
recipe_Capsicum Marinated,Capsicum Marinated,Oregano,Gr,1
recipe_Capsicum Marinated,Capsicum Marinated,Pepper,Gr,1
recipe_Capsicum Marinated,Capsicum Marinated,GARLIC,Gr,9
recipe_Capsicum Marinated,Capsicum Marinated,Salt,Gr,1
recipe_Capsicum Marinated,Capsicum Marinated,LEMON,Gr,58
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Capuccino,Capuccino,Coffee bean,Gr,18
recipe_Caramel Cream,Caramel Cream,White Sugar,Gr,400
recipe_Caramel Cream,Caramel Cream,Cooking Butter,Gr,200
recipe_Caramel Garnish,Caramel Garnish,White Sugar,Gr,1
recipe_Caramel Latte,Caramel Latte,Coffee bean,Gr,18
recipe_Caramel Latte,Caramel Latte,Coffee bean,Gr,18
recipe_Caramel Latte,Caramel Latte,Coffee bean,Gr,18
recipe_Caramel Latte,Caramel Latte,Coffee bean,Gr,18
recipe_Caramel Latte,Caramel Latte,Coffee bean,Gr,18
recipe_Caramel Latte,Caramel Latte,Coffee bean,Gr,18
recipe_Caramelized Onion,Caramelized Onion,ONION,Gr,1.754
recipe_Caramelized Onion,Caramelized Onion,Cooking Butter,Gr,47
recipe_Chantilly,Chantilly,Ice Sugar,Gr,320
recipe_Cheesy Brie,Cheesy Brie,Camembert,Gr,50
recipe_Cheesy Brie,Cheesy Brie,Cooking Butter,Gr,5
recipe_Cheesy Brie,Cheesy Brie,Red Onion Jam,Gr,30
recipe_Cheesy Brie,Cheesy Brie,LETTUCE,Gr,15
recipe_Chicken Baguette Sandwich,Chicken Baguette Sandwich,Roasted Chicken,Gr,80
recipe_Chicken Baguette Sandwich,Chicken Baguette Sandwich,LETTUCE,Gr,20
recipe_Chicken Baguette Sandwich,Chicken Baguette Sandwich,Capsicum Marinated,Gr,20
recipe_Chicken Baguette Sandwich,Chicken Baguette Sandwich,Mozarella Cheese,Gr,30
recipe_Chicken Baguette Sandwich,Chicken Baguette Sandwich,Aioli Sauce,Gr,35
recipe_Chicken Baguette Sandwich,Chicken Baguette Sandwich,Caramelized Onion,Gr,30
recipe_Chicken Banh Mi,Chicken Banh Mi,Chicken Banh Mi Marinated,Gr,80
recipe_Chicken Banh Mi,Chicken Banh Mi,LETTUCE,Gr,25
recipe_Chicken Banh Mi,Chicken Banh Mi,Asian Pickles,Gr,30
recipe_Chicken Banh Mi,Chicken Banh Mi,CORIANDER,Gr,3
recipe_Chicken Banh Mi,Chicken Banh Mi,Aioli Sauce,Gr,30
recipe_Chicken Banh Mi Marinated,Chicken Banh Mi Marinated,GARLIC,Gr,1.4
recipe_Chicken Banh Mi Marinated,Chicken Banh Mi Marinated,GINGER,Gr,100
recipe_Chicken Curry,Chicken Curry,Roasted Chicken,Gr,650
recipe_Chicken Curry,Chicken Curry,Curry Powder,Gr,16
recipe_Chicken Curry Panini,Chicken Curry Panini,Chicken Curry,Gr,110
recipe_Chicken Curry Panini,Chicken Curry Panini,TOMATO,Gr,20
recipe_Chicken Curry Panini,Chicken Curry Panini,Mozarella Cheese,Gr,30
recipe_Choco Pie 16cm,Choco Pie 16cm,Sugar Dough,Gr,166
recipe_Choco Pie 16cm,Choco Pie 16cm,Chocolat Pie Mix,Gr,200
recipe_Choco Pie 16cm,Choco Pie 16cm,Chocolat Ganache,Gr,200
recipe_Choco Pie 24cm,Choco Pie 24cm,Sugar Dough,Gr,"3,735"
recipe_Choco Pie 24cm,Choco Pie 24cm,Chocolat Pie Mix,Gr,450
recipe_Choco Pie 24cm,Choco Pie 24cm,Chocolat Ganache,Gr,450
recipe_Chocolat Cloud,Chocolat Cloud,Chocolat Ganache,Gr,20
recipe_Chocolat Cloud,Chocolat Cloud,Choux Dough,Gr,25
recipe_Chocolat Cloud,Chocolat Cloud,Chocolate Dark Couverture,Gr,10
recipe_Chocolat Ganache,Chocolat Ganache,Chocolate Dark Couverture,Gr,222
recipe_Chocolat Ganache,Chocolat Ganache,Ice Sugar,Gr,111
recipe_Chocolat Peanut,Chocolat Peanut,Chocolate Dark Couverture,Gr,400
recipe_Chocolat Peanut,Chocolat Peanut,Peanut,Gr,600
recipe_Chocolat Pie,Chocolat Pie,Sugar Dough,Gr,415
recipe_Chocolat Pie,Chocolat Pie,Chocolat Pie Mix,Gr,50
recipe_Chocolat Pie,Chocolat Pie,Chocolat Ganache,Gr,50
recipe_Chocolat Pie Mix,Chocolat Pie Mix,Chocolate Dark Couverture,Gr,185
recipe_Chocolat Pie Mix,Chocolat Pie Mix,Ice Sugar,Gr,74
recipe_Chocolat Sponge Cake,Chocolat Sponge Cake,Cocoa Powder,Gr,24
recipe_Chocolat Sponge Cake,Chocolat Sponge Cake,Ice Sugar,Gr,206
recipe_Chocolat Sponge Cake,Chocolat Sponge Cake,White Flour,Gr,206
recipe_Chocolat Sponge Cake,Chocolat Sponge Cake,Cooking Butter,Gr,48
recipe_Chocolate latte,Chocolate latte,Cacao Powder Cafe,Gr,30
recipe_Chocolate latte,Chocolate latte,Cacao Powder Cafe,Gr,30
recipe_Chocolate latte,Chocolate latte,Cacao Powder Cafe,Gr,30
recipe_Chocolate latte,Chocolate latte,Cacao Powder Cafe,Gr,30
recipe_Chocolate latte,Chocolate latte,Cacao Powder Cafe,Gr,30
recipe_Chocolate latte,Chocolate latte,Cacao Powder Cafe,Gr,30
recipe_Chocolatine Almond,Chocolatine Almond,Almond Cream,Gr,25
recipe_Chocolatine Almond,Chocolatine Almond,Almond Slice,Gr,5
recipe_Chocolatine Prod,Chocolatine Prod,Chocolate Stick,Gr,10
recipe_Chocolatine Prod,Chocolatine Prod,Croissant Dough,Gr,90
recipe_Choux Dough,Choux Dough,White Sugar,Gr,60
recipe_Choux Dough,Choux Dough,Salt,Gr,4
recipe_Choux Dough,Choux Dough,Cooking Butter,Gr,140
recipe_Choux Dough,Choux Dough,White Flour,Gr,200
recipe_Ciabatta,Ciabatta,White Flour,Gr,87
recipe_Ciabatta,Ciabatta,Salt,Gr,"1,636"
recipe_Ciabatta,Ciabatta,Yeast,Gr,127
recipe_Coconut Biscuit,Coconut Biscuit,Almond Ground,Gr,231
recipe_Coconut Biscuit,Coconut Biscuit,Dry Coconut,Gr,154
recipe_Coconut Biscuit,Coconut Biscuit,White Flour,Gr,77
recipe_Coconut Biscuit,Coconut Biscuit,Mix Butter,Gr,308
recipe_Coconut Biscuit,Coconut Biscuit,Ice Sugar,Gr,231
recipe_Coconut Cream,Coconut Cream,Ice Sugar,Gr,132
recipe_Coconut Cream,Coconut Cream,Dry Coconut,Gr,46
recipe_Coffee Bean Pack 250gr,Coffee Bean Pack 250gr,Coffee bean,Gr,250
recipe_Coffee Bean Pack 500gr,Coffee Bean Pack 500gr,Coffee bean,Gr,500
recipe_Coffee Cream,Coffee Cream,Coffee bean,Gr,49
recipe_Coffee Cream,Coffee Cream,Ice Sugar,Gr,304
recipe_Countryside sourdough medium,Countryside sourdough medium,White Flour,Gr,138
recipe_Countryside sourdough medium,Countryside sourdough medium,Salt,Gr,8
recipe_Countryside sourdough medium,Countryside sourdough medium,Yeast,Gr,33
recipe_Countryside sourdough medium,Countryside sourdough medium,Sourdough Starter Hard,Gr,83
recipe_Countryside sourdough medium,Countryside sourdough medium,Sourdough Starter Liquid,Gr,83
recipe_Countryside sourdough medium,Countryside sourdough medium,Pain De Campagne Flour,Gr,138
recipe_Countryside Sourdough Small,Countryside Sourdough Small,White Flour,Gr,92
recipe_Countryside Sourdough Small,Countryside Sourdough Small,Salt,Gr,6
recipe_Countryside Sourdough Small,Countryside Sourdough Small,Yeast,Gr,14
recipe_Countryside Sourdough Small,Countryside Sourdough Small,Pain De Campagne Flour,Gr,92
recipe_Countryside Sourdough Small,Countryside Sourdough Small,Sourdough Starter Hard,Gr,55
recipe_Countryside Sourdough Small,Countryside Sourdough Small,Sourdough Starter Liquid,Gr,55
recipe_Cream Cheese Sauce,Cream Cheese Sauce,Cream Cheese,Gr,625
recipe_Cream Cheese Sauce,Cream Cheese Sauce,PARSLEY,Gr,143
recipe_Cream Cheese Sauce,Cream Cheese Sauce,Pepper,Gr,6
recipe_Cream Cheese Sauce,Cream Cheese Sauce,GARLIC,Gr,143
recipe_Cream Cheese Sauce,Cream Cheese Sauce,LEMON,Gr,464
recipe_Cream Cheese Sauce,Cream Cheese Sauce,Salt,Gr,6
recipe_Croissant Almond,Croissant Almond,Almond Cream,Gr,25
recipe_Croissant Almond,Croissant Almond,Almond Slice,Gr,5
recipe_Croissant Dough,Croissant Dough,Butter Sheet Croissant,Gr,240
recipe_Croissant Dough,Croissant Dough,Yeast,Gr,8
recipe_Croissant Dough,Croissant Dough,White Sugar,Gr,61
recipe_Croissant Dough,Croissant Dough,Mix Butter,Gr,25
recipe_Croissant Dough,Croissant Dough,White Flour,Gr,411
recipe_Croissant Dough,Croissant Dough,Milk Powder,Gr,21
recipe_Croissant Dough,Croissant Dough,Salt,Gr,8
recipe_Croissant Nutella,Croissant Nutella,Cocoa Powder,Gr,5
recipe_Croissant Nutella,Croissant Nutella,Nutella,Gr,25
recipe_Croissant Nutella,Croissant Nutella,Croissant Dough,Gr,90
recipe_Croissant stock,Croissant stock,Croissant Dough,Gr,90
recipe_Croque-Monsieur,Croque-Monsieur,Smoked Beef,Gr,25
recipe_Croque-Monsieur,Croque-Monsieur,Mozarella Cheese,Gr,30
recipe_Croque-Monsieur,Croque-Monsieur,Bechamel Sauce,Gr,30
recipe_Cruffin,Cruffin,Croissant Dough,Gr,90
recipe_Cruffin,Cruffin,Nutella,Gr,25
recipe_Danish Raisin,Danish Raisin,Croissant Dough,Gr,90
recipe_Danish Raisin,Danish Raisin,Pastry Cream,Gr,43
recipe_Danish Raisin,Danish Raisin,Kismis/Raisins,Gr,5
recipe_Double expresso,Double expresso,Coffee bean,Gr,18
recipe_Dressing Sauce,Dressing Sauce,Mustard,Gr,19
recipe_Dressing Sauce,Dressing Sauce,Pepper,Gr,3
recipe_Dressing Sauce,Dressing Sauce,Salt,Gr,3
recipe_Dulce praline Tartelette,Dulce praline Tartelette,Sugar Dough,Gr,415
recipe_Dulce praline Tartelette,Dulce praline Tartelette,Chocolat Ganache,Gr,30
recipe_Dulce praline Tartelette,Dulce praline Tartelette,Praline Cream,Gr,30
recipe_Egg Benedict,Egg Benedict,Smoked Beef,Gr,50
recipe_Egg Benedict,Egg Benedict,Hollandaise Sauce,Gr,60
recipe_Egg Benedict,Egg Benedict,CARROT,Gr,20
recipe_Egg Benedict,Egg Benedict,CUCUMBER,Gr,20
recipe_Egg Benedict,Egg Benedict,RED ONION,Gr,20
recipe_Egg Benedict,Egg Benedict,Dressing Sauce,Gr,30
recipe_Egg Benedict,Egg Benedict,LETTUCE,Gr,20
recipe_Egg Benedict,Egg Benedict,TOMATO,Gr,20
recipe_Expresso,Expresso,Coffee bean,Gr,9
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_Flat white,Flat white,Coffee bean,Gr,18
recipe_French Fries,French Fries,POTATO,Gr,"27,777"
recipe_French Fries,French Fries,Salt,Gr,1
recipe_French Fries,French Fries,Pepper,Gr,1
recipe_Frenchy,Frenchy,Camembert,Gr,50
recipe_Frenchy,Frenchy,Cooking Butter,Gr,10
recipe_Frenchy,Frenchy,Smoked Beef,Gr,25
recipe_Frenchy,Frenchy,LETTUCE,Gr,20
recipe_Frenchy,Frenchy,TOMATO,Gr,30
recipe_Fresh Juice,Fresh Juice,BANANA,Gr,200
recipe_Fresh Juice,Fresh Juice,LIME,Gr,150
recipe_Fresh Juice,Fresh Juice,MANGO,Gr,150
recipe_Fresh Juice,Fresh Juice,ORANGE,Gr,450
recipe_Fresh Juice,Fresh Juice,PINAPPLE,Gr,200
recipe_Fresh Juice,Fresh Juice,STRAWBERRY,Gr,150
recipe_Fresh Juice,Fresh Juice,WATER MELON,Gr,500
recipe_Hazelnut Latte,Hazelnut Latte,Coffee bean,Gr,18
recipe_Hazelnut Latte,Hazelnut Latte,Coffee bean,Gr,18
recipe_Hazelnut Latte,Hazelnut Latte,Coffee bean,Gr,18
recipe_Hazelnut Latte,Hazelnut Latte,Coffee bean,Gr,18
recipe_Hazelnut Latte,Hazelnut Latte,Coffee bean,Gr,18
recipe_Hazelnut Latte,Hazelnut Latte,Coffee bean,Gr,18
recipe_Hollandaise Sauce,Hollandaise Sauce,Pepper,Gr,4
recipe_Hollandaise Sauce,Hollandaise Sauce,Cooking Butter,Gr,400
recipe_Hollandaise Sauce,Hollandaise Sauce,LEMON,Gr,440
recipe_Hollandaise Sauce,Hollandaise Sauce,Salt,Gr,25
recipe_Hot Dog buns,Hot Dog buns,White Flour,Gr,572
recipe_Hot Dog buns,Hot Dog buns,Mix Butter,Gr,34
recipe_Hot Dog buns,Hot Dog buns,Salt,Gr,11
recipe_Hot Dog buns,Hot Dog buns,White Sugar,Gr,29
recipe_Hot Dog buns,Hot Dog buns,Yeast,Gr,9
recipe_Hot Dog sandwich,Hot Dog sandwich,Sausage Hotdog,Gr,59
recipe_Hot Dog sandwich,Hot Dog sandwich,Cheddar Orange Slice,Gr,20
recipe_Hot Dog sandwich,Hot Dog sandwich,Breakery Sauce,Gr,30
recipe_Hot Dog sandwich,Hot Dog sandwich,Onion Crispy,Gr,20
recipe_Italian Panini,Italian Panini,Roasted Chicken,Gr,80
recipe_Italian Panini,Italian Panini,Dry Tomato,Gr,20
recipe_Italian Panini,Italian Panini,Mozarella Cheese,Gr,30
recipe_Italian Panini,Italian Panini,Pesto Sauce,Gr,30
recipe_Italian Panini,Italian Panini,Sunflower Seed,Gr,5
recipe_Italian Panini,Italian Panini,TOMATO,Gr,20
recipe_Italian Panini,Italian Panini,Parmesan,Gr,10
recipe_Italian Panini,Italian Panini,BASIL LEAF,Gr,1
recipe_Latte,Latte,Coffee bean,Gr,18
recipe_Latte,Latte,Coffee bean,Gr,18
recipe_Latte,Latte,Coffee bean,Gr,18
recipe_Latte,Latte,Coffee bean,Gr,18
recipe_Latte,Latte,Coffee bean,Gr,18
